"Date","Price","Open","High","Low","Vol.","Change %"
"10/22/2021","7.7729","7.7748","7.7760","7.7724","","-0.02%"
"10/21/2021","7.7746","7.7735","7.7769","7.7724","","0.01%"
"10/20/2021","7.7735","7.7753","7.7778","7.7724","","-0.02%"
"10/19/2021","7.7751","7.7778","7.7793","7.7750","","-0.03%"
"10/18/2021","7.7775","7.7765","7.7807","7.7762","","0.01%"
"10/15/2021","7.7765","7.7784","7.7821","7.7764","","-0.02%"
"10/14/2021","7.7782","7.7796","7.7801","7.7780","","-0.01%"
"10/13/2021","7.7793","7.7818","7.7832","7.7790","","-0.03%"
"10/12/2021","7.7815","7.7786","7.7832","7.7781","","0.05%"
"10/11/2021","7.7779","7.7841","7.7852","7.7778","","-0.08%"
"10/08/2021","7.7839","7.7850","7.7864","7.7835","","-0.01%"
"10/07/2021","7.7848","7.7865","7.7873","7.7840","","-0.02%"
"10/06/2021","7.7863","7.7856","7.7880","7.7840","","0.01%"
"10/05/2021","7.7856","7.7872","7.7881","7.7833","","-0.02%"
"10/04/2021","7.7870","7.7845","7.7884","7.7845","","0.03%"
"10/01/2021","7.7844","7.7860","7.7870","7.7842","","-0.02%"
"09/30/2021","7.7859","7.7856","7.7896","7.7841","","0.01%"
"09/29/2021","7.7854","7.7829","7.7860","7.7825","","0.03%"
"09/28/2021","7.7827","7.7834","7.7845","7.7806","","-0.01%"
"09/27/2021","7.7832","7.7854","7.7863","7.7825","","-0.03%"
"09/24/2021","7.7854","7.7845","7.7868","7.7828","","0.01%"
"09/23/2021","7.7843","7.7864","7.7867","7.7831","","-0.02%"
"09/22/2021","7.7862","7.7866","7.7883","7.7839","","-0.01%"
"09/21/2021","7.7867","7.7873","7.7885","7.7835","","0.00%"
"09/20/2021","7.7869","7.7824","7.7882","7.7814","","0.07%"
"09/17/2021","7.7818","7.7830","7.7844","7.7800","","0.00%"
"09/16/2021","7.7820","7.7820","7.7855","7.7806","","0.00%"
"09/15/2021","7.7818","7.7783","7.7830","7.7776","","0.05%"
"09/14/2021","7.7779","7.7802","7.7805","7.7772","","-0.02%"
"09/13/2021","7.7797","7.7776","7.7809","7.7771","","0.03%"
"09/10/2021","7.7776","7.7776","7.7790","7.7745","","0.00%"
"09/09/2021","7.7777","7.7762","7.7790","7.7755","","0.02%"
"09/08/2021","7.7759","7.7746","7.7778","7.7737","","0.02%"
"09/07/2021","7.7745","7.7736","7.7755","7.7721","","0.02%"
"09/06/2021","7.7732","7.7713","7.7751","7.7708","","0.03%"
"09/03/2021","7.7705","7.7712","7.7736","7.7699","","0.00%"
"09/02/2021","7.7707","7.7772","7.7776","7.7705","","-0.08%"
"09/01/2021","7.7769","7.7773","7.7797","7.7751","","-0.01%"
"08/31/2021","7.7773","7.7866","7.7876","7.7768","","-0.11%"
"08/30/2021","7.7860","7.7877","7.7898","7.7857","","-0.02%"
"08/27/2021","7.7876","7.7874","7.7916","7.7867","","0.01%"
"08/26/2021","7.7872","7.7839","7.7881","7.7825","","0.04%"
"08/25/2021","7.7838","7.7880","7.7893","7.7825","","-0.05%"
"08/24/2021","7.7876","7.7927","7.7928","7.7870","","-0.06%"
"08/23/2021","7.7924","7.7906","7.7931","7.7875","","0.02%"
"08/20/2021","7.7909","7.7900","7.7924","7.7881","","0.01%"
"08/19/2021","7.7898","7.7874","7.7930","7.7874","","0.02%"
"08/18/2021","7.7881","7.7925","7.7945","7.7858","","-0.05%"
"08/17/2021","7.7922","7.7843","7.7944","7.7838","","0.10%"
"08/16/2021","7.7841","7.7828","7.7861","7.7821","","0.02%"
"08/13/2021","7.7828","7.7811","7.7841","7.7807","","0.02%"
"08/12/2021","7.7812","7.7789","7.7824","7.7782","","0.04%"
"08/11/2021","7.7784","7.7815","7.7829","7.7779","","-0.04%"
"08/10/2021","7.7813","7.7837","7.7840","7.7804","","-0.03%"
"08/09/2021","7.7835","7.7793","7.7839","7.7790","","0.05%"
"08/06/2021","7.7795","7.7773","7.7811","7.7758","","0.03%"
"08/05/2021","7.7769","7.7755","7.7778","7.7748","","0.02%"
"08/04/2021","7.7754","7.7779","7.7790","7.7736","","-0.03%"
"08/03/2021","7.7781","7.7725","7.7790","7.7723","","0.07%"
"08/02/2021","7.7723","7.7726","7.7773","7.7716","","0.00%"
"07/30/2021","7.7720","7.7704","7.7764","7.7701","","0.02%"
"07/29/2021","7.7702","7.7807","7.7811","7.7701","","-0.13%"
"07/28/2021","7.7805","7.7852","7.7856","7.7779","","-0.06%"
"07/27/2021","7.7852","7.7783","7.7856","7.7753","","0.09%"
"07/26/2021","7.7784","7.7695","7.7800","7.7691","","0.12%"
"07/23/2021","7.7690","7.7709","7.7716","7.7681","","-0.02%"
"07/22/2021","7.7706","7.7733","7.7737","7.7699","","-0.03%"
"07/21/2021","7.7730","7.7729","7.7751","7.7716","","0.00%"
"07/20/2021","7.7728","7.7709","7.7734","7.7706","","0.03%"
"07/19/2021","7.7707","7.7680","7.7716","7.7674","","0.04%"
"07/16/2021","7.7678","7.7677","7.7694","7.7670","","0.00%"
"07/15/2021","7.7677","7.7667","7.7686","7.7661","","0.01%"
"07/14/2021","7.7667","7.7656","7.7681","7.7655","","0.01%"
"07/13/2021","7.7656","7.7667","7.7671","7.7649","","-0.01%"
"07/12/2021","7.7662","7.7675","7.7681","7.7660","","-0.01%"
"07/09/2021","7.7671","7.7681","7.7689","7.7660","","-0.01%"
"07/08/2021","7.7681","7.7682","7.7699","7.7674","","0.00%"
"07/07/2021","7.7681","7.7667","7.7689","7.7661","","0.02%"
"07/06/2021","7.7665","7.7677","7.7688","7.7661","","-0.01%"
"07/05/2021","7.7670","7.7652","7.7691","7.7652","","0.02%"
"07/02/2021","7.7651","7.7656","7.7689","7.7648","","0.00%"
"07/01/2021","7.7654","7.7652","7.7661","7.7640","","0.02%"
"06/30/2021","7.7641","7.7635","7.7668","7.7628","","0.01%"
"06/29/2021","7.7635","7.7624","7.7648","7.7617","","0.02%"
"06/28/2021","7.7623","7.7617","7.7632","7.7607","","0.01%"
"06/25/2021","7.7615","7.7635","7.7638","7.7611","","-0.02%"
"06/24/2021","7.7629","7.7656","7.7661","7.7628","","-0.03%"
"06/23/2021","7.7650","7.7666","7.7670","7.7647","","-0.02%"
"06/22/2021","7.7667","7.7649","7.7670","7.7636","","0.02%"
"06/21/2021","7.7648","7.7628","7.7652","7.7625","","0.03%"
"06/18/2021","7.7627","7.7648","7.7653","7.7625","","-0.02%"
"06/17/2021","7.7644","7.7628","7.7656","7.7625","","0.02%"
"06/16/2021","7.7630","7.7625","7.7635","7.7609","","0.01%"
"06/15/2021","7.7622","7.7615","7.7636","7.7613","","0.01%"
"06/14/2021","7.7616","7.7606","7.7625","7.7601","","0.01%"
"06/11/2021","7.7608","7.7601","7.7619","7.7590","","0.01%"
"06/10/2021","7.7603","7.7594","7.7611","7.7593","","0.01%"
"06/09/2021","7.7594","7.7600","7.7606","7.7582","","-0.01%"
"06/08/2021","7.7599","7.7592","7.7604","7.7582","","0.01%"
"06/07/2021","7.7590","7.7574","7.7596","7.7561","","0.03%"
"06/04/2021","7.7563","7.7585","7.7587","7.7561","","-0.02%"
"06/03/2021","7.7581","7.7586","7.7596","7.7573","","0.00%"
"06/02/2021","7.7584","7.7592","7.7600","7.7579","","-0.01%"
"06/01/2021","7.7589","7.7610","7.7618","7.7586","","-0.02%"
"05/31/2021","7.7607","7.7618","7.7624","7.7599","","-0.01%"
"05/28/2021","7.7615","7.7604","7.7625","7.7586","","0.02%"
"05/27/2021","7.7602","7.7622","7.7635","7.7582","","-0.02%"
"05/26/2021","7.7621","7.7625","7.7633","7.7611","","0.00%"
"05/25/2021","7.7624","7.7649","7.7656","7.7620","","-0.03%"
"05/24/2021","7.7646","7.7642","7.7661","7.7631","","0.01%"
"05/21/2021","7.7642","7.7627","7.7652","7.7619","","0.02%"
"05/20/2021","7.7624","7.7649","7.7656","7.7618","","-0.03%"
"05/19/2021","7.7645","7.7656","7.7660","7.7641","","-0.01%"
"05/18/2021","7.7656","7.7664","7.7670","7.7641","","-0.01%"
"05/17/2021","7.7664","7.7673","7.7682","7.7660","","-0.02%"
"05/14/2021","7.7676","7.7681","7.7685","7.7657","","0.00%"
"05/13/2021","7.7679","7.7661","7.7688","7.7655","","0.03%"
"05/12/2021","7.7658","7.7685","7.7689","7.7653","","-0.03%"
"05/11/2021","7.7683","7.7655","7.7691","7.7653","","0.04%"
"05/10/2021","7.7653","7.7664","7.7671","7.7650","","-0.01%"
"05/07/2021","7.7661","7.7681","7.7692","7.7655","","-0.03%"
"05/06/2021","7.7681","7.7694","7.7701","7.7676","","-0.01%"
"05/05/2021","7.7692","7.7681","7.7702","7.7673","","0.02%"
"05/04/2021","7.7680","7.7667","7.7687","7.7660","","0.02%"
"05/03/2021","7.7664","7.7670","7.7685","7.7657","","-0.01%"
"04/30/2021","7.7674","7.7632","7.7680","7.7625","","0.06%"
"04/29/2021","7.7631","7.7635","7.7639","7.7617","","0.00%"
"04/28/2021","7.7631","7.7619","7.7640","7.7611","","0.02%"
"04/27/2021","7.7618","7.7601","7.7628","7.7600","","0.02%"
"04/26/2021","7.7601","7.7600","7.7618","7.7590","","0.01%"
"04/23/2021","7.7594","7.7599","7.7632","7.7590","","-0.01%"
"04/22/2021","7.7598","7.7638","7.7645","7.7589","","-0.06%"
"04/21/2021","7.7641","7.7614","7.7649","7.7600","","0.04%"
"04/20/2021","7.7612","7.7657","7.7680","7.7606","","-0.06%"
"04/19/2021","7.7656","7.7709","7.7737","7.7650","","-0.07%"
"04/16/2021","7.7712","7.7673","7.7731","7.7663","","0.05%"
"04/15/2021","7.7673","7.7665","7.7685","7.7644","","0.03%"
"04/14/2021","7.7647","7.7733","7.7742","7.7649","","-0.10%"
"04/13/2021","7.7728","7.7736","7.7748","7.7717","","-0.01%"
"04/12/2021","7.7734","7.7776","7.7801","7.7719","","-0.06%"
"04/09/2021","7.7779","7.7772","7.7799","7.7761","","0.01%"
"04/08/2021","7.7768","7.7853","7.7853","7.7759","","-0.10%"
"04/07/2021","7.7847","7.7765","7.7866","7.7759","","0.11%"
"04/06/2021","7.7760","7.7761","7.7776","7.7754","","0.00%"
"04/05/2021","7.7759","7.7757","7.7772","7.7754","","0.00%"
"04/02/2021","7.7759","7.7755","7.7771","7.7749","","0.01%"
"04/01/2021","7.7753","7.7741","7.7776","7.7735","","0.02%"
"03/31/2021","7.7739","7.7747","7.7761","7.7733","","-0.01%"
"03/30/2021","7.7747","7.7733","7.7765","7.7725","","0.02%"
"03/29/2021","7.7731","7.7696","7.7751","7.7688","","0.06%"
"03/26/2021","7.7686","7.7688","7.7700","7.7683","","0.00%"
"03/25/2021","7.7684","7.7677","7.7702","7.7675","","0.00%"
