"Date","Price","Open","High","Low","Vol.","Change %"
"11/22/2018","7.8305","7.8331","7.8332","7.8277","","-0.03%"
"11/21/2018","7.8332","7.8301","7.8335","7.8293","","0.04%"
"11/20/2018","7.8303","7.8319","7.8335","7.8300","","-0.02%"
"11/19/2018","7.8320","7.8296","7.8335","7.8293","","0.03%"
"11/16/2018","7.8293","7.8293","7.8335","7.8281","","0.00%"
"11/15/2018","7.8294","7.8305","7.8343","7.8285","","-0.02%"
"11/14/2018","7.8313","7.8305","7.8335","7.8301","","0.01%"
"11/13/2018","7.8307","7.8338","7.8349","7.8277","","-0.04%"
"11/12/2018","7.8342","7.8319","7.8350","7.8286","","0.02%"
"11/09/2018","7.8323","7.8266","7.8332","7.8263","","0.07%"
"11/08/2018","7.8266","7.8300","7.8328","7.8242","","-0.05%"
"11/07/2018","7.8304","7.8315","7.8351","7.8281","","-0.02%"
"11/06/2018","7.8317","7.8315","7.8372","7.8280","","0.00%"
"11/05/2018","7.8315","7.8172","7.8362","7.8172","","0.18%"
"11/02/2018","7.8172","7.8338","7.8391","7.8125","","-0.21%"
"11/01/2018","7.8339","7.8412","7.8441","7.8338","","-0.09%"
"10/31/2018","7.8411","7.8434","7.8476","7.8387","","-0.03%"
"10/30/2018","7.8435","7.8433","7.8468","7.8425","","0.01%"
"10/29/2018","7.8430","7.8407","7.8438","7.8399","","0.03%"
"10/26/2018","7.8407","7.8407","7.8415","7.8384","","0.00%"
"10/25/2018","7.8408","7.8407","7.8414","7.8362","","0.00%"
"10/24/2018","7.8408","7.8385","7.8423","7.8380","","0.03%"
"10/23/2018","7.8385","7.8393","7.8406","7.8379","","-0.01%"
"10/22/2018","7.8395","7.8403","7.8414","7.8380","","-0.02%"
"10/19/2018","7.8412","7.8384","7.8421","7.8380","","0.04%"
"10/18/2018","7.8384","7.8392","7.8399","7.8379","","-0.01%"
"10/17/2018","7.8392","7.8361","7.8399","7.8360","","0.04%"
"10/16/2018","7.8362","7.8350","7.8380","7.8341","","0.02%"
"10/15/2018","7.8349","7.8331","7.8380","7.8331","","0.00%"
"10/12/2018","7.8347","7.8343","7.8369","7.8319","","0.00%"
"10/11/2018","7.8345","7.8370","7.8380","7.8341","","-0.03%"
"10/10/2018","7.8372","7.8334","7.8380","7.8328","","0.05%"
"10/09/2018","7.8332","7.8285","7.8351","7.8271","","0.06%"
"10/08/2018","7.8285","7.8346","7.8368","7.8231","","-0.08%"
"10/05/2018","7.8350","7.8350","7.8374","7.8319","","0.00%"
"10/04/2018","7.8351","7.8377","7.8393","7.8309","","-0.03%"
"10/03/2018","7.8377","7.8332","7.8396","7.8331","","0.05%"
"10/02/2018","7.8334","7.8270","7.8384","7.8269","","0.08%"
"10/01/2018","7.8271","7.8281","7.8300","7.8257","","-0.01%"
"09/28/2018","7.8281","7.8155","7.8290","7.8149","","0.16%"
"09/27/2018","7.8155","7.8126","7.8167","7.8045","","0.03%"
"09/26/2018","7.8128","7.8105","7.8187","7.8045","","0.03%"
"09/25/2018","7.8105","7.8114","7.8136","7.8084","","-0.03%"
"09/24/2018","7.8129","7.8092","7.8136","7.7977","","0.05%"
"09/21/2018","7.8092","7.8426","7.8434","7.7928","","-0.43%"
"09/20/2018","7.8426","7.8448","7.8457","7.8422","","-0.03%"
"09/19/2018","7.8453","7.8431","7.8469","7.8431","","0.02%"
"09/18/2018","7.8434","7.8444","7.8459","7.8430","","-0.01%"
"09/17/2018","7.8444","7.8459","7.8486","7.8431","","-0.02%"
"09/14/2018","7.8461","7.8482","7.8491","7.8461","","-0.03%"
"09/13/2018","7.8482","7.8489","7.8494","7.8475","","-0.01%"
"09/12/2018","7.8487","7.8490","7.8495","7.8480","","-0.01%"
"09/11/2018","7.8492","7.8498","7.8502","7.8491","","-0.01%"
"09/10/2018","7.8498","7.8494","7.8501","7.8494","","0.00%"
"09/07/2018","7.8499","7.8494","7.8503","7.8492","","0.01%"
"09/06/2018","7.8494","7.8492","7.8499","7.8484","","0.00%"
"09/05/2018","7.8492","7.8496","7.8499","7.8488","","0.00%"
"09/04/2018","7.8492","7.8491","7.8498","7.8480","","0.00%"
"09/03/2018","7.8494","7.8491","7.8498","7.8482","","0.00%"
"08/31/2018","7.8491","7.8490","7.8495","7.8479","","0.00%"
"08/30/2018","7.8491","7.8489","7.8498","7.8486","","0.00%"
"08/29/2018","7.8489","7.8498","7.8502","7.8483","","-0.01%"
"08/28/2018","7.8496","7.8498","7.8502","7.8491","","0.00%"
"08/27/2018","7.8498","7.8494","7.8501","7.8494","","0.00%"
"08/24/2018","7.8498","7.8502","7.8503","7.8496","","0.00%"
"08/23/2018","7.8499","7.8495","7.8502","7.8491","","0.01%"
"08/22/2018","7.8495","7.8494","7.8501","7.8491","","0.00%"
"08/21/2018","7.8495","7.8495","7.8499","7.8491","","0.00%"
"08/20/2018","7.8497","7.8496","7.8502","7.8492","","0.00%"
"08/17/2018","7.8495","7.8496","7.8501","7.8491","","-0.01%"
"08/16/2018","7.8499","7.8502","7.8503","7.8490","","0.00%"
"08/15/2018","7.8501","7.8496","7.8503","7.8494","","0.00%"
"08/14/2018","7.8499","7.8501","7.8503","7.8497","","0.00%"
"08/13/2018","7.8499","7.8497","7.8503","7.8495","","0.00%"
"08/10/2018","7.8499","7.8497","7.8503","7.8495","","0.00%"
"08/09/2018","7.8497","7.8492","7.8502","7.8489","","0.01%"
"08/08/2018","7.8492","7.8500","7.8502","7.8490","","-0.01%"
"08/07/2018","7.8497","7.8491","7.8501","7.8484","","0.01%"
"08/06/2018","7.8491","7.8491","7.8498","7.8483","","0.00%"
"08/03/2018","7.8491","7.8497","7.8501","7.8485","","-0.01%"
"08/02/2018","7.8496","7.8487","7.8498","7.8480","","0.01%"
"08/01/2018","7.8486","7.8491","7.8499","7.8484","","-0.01%"
"07/31/2018","7.8491","7.8483","7.8494","7.8464","","0.01%"
"07/30/2018","7.8486","7.8479","7.8493","7.8473","","0.01%"
"07/27/2018","7.8478","7.8480","7.8493","7.8472","","0.00%"
"07/26/2018","7.8480","7.8459","7.8488","7.8446","","0.03%"
"07/25/2018","7.8457","7.8468","7.8474","7.8449","","-0.01%"
"07/24/2018","7.8468","7.8486","7.8487","7.8452","","-0.02%"
"07/23/2018","7.8481","7.8498","7.8498","7.8475","","-0.02%"
"07/20/2018","7.8498","7.8499","7.8502","7.8484","","0.00%"
"07/19/2018","7.8496","7.8498","7.8501","7.8484","","0.00%"
"07/18/2018","7.8498","7.8487","7.8498","7.8483","","0.01%"
"07/17/2018","7.8489","7.8490","7.8494","7.8482","","0.00%"
"07/16/2018","7.8490","7.8485","7.8494","7.8483","","0.01%"
"07/13/2018","7.8486","7.8490","7.8494","7.8482","","0.00%"
"07/12/2018","7.8488","7.8491","7.8494","7.8480","","0.00%"
"07/11/2018","7.8491","7.8486","7.8498","7.8483","","0.01%"
"07/10/2018","7.8483","7.8487","7.8494","7.8476","","0.00%"
"07/09/2018","7.8486","7.8482","7.8492","7.8475","","0.00%"
"07/06/2018","7.8483","7.8470","7.8494","7.8463","","0.02%"
"07/05/2018","7.8471","7.8430","7.8479","7.8426","","0.05%"
"07/04/2018","7.8431","7.8452","7.8454","7.8421","","-0.02%"
"07/03/2018","7.8450","7.8449","7.8464","7.8438","","0.00%"
"07/02/2018","7.8449","7.8463","7.8473","7.8440","","-0.02%"
"06/29/2018","7.8464","7.8480","7.8490","7.8449","","-0.02%"
"06/28/2018","7.8479","7.8479","7.8486","7.8468","","0.00%"
"06/27/2018","7.8479","7.8490","7.8495","7.8463","","-0.01%"
"06/26/2018","7.8490","7.8468","7.8495","7.8459","","0.03%"
"06/25/2018","7.8469","7.8456","7.8483","7.8452","","0.01%"
"06/22/2018","7.8464","7.8457","7.8471","7.8437","","0.01%"
"06/21/2018","7.8460","7.8464","7.8468","7.8434","","-0.01%"
"06/20/2018","7.8464","7.8494","7.8495","7.8459","","-0.04%"
"06/19/2018","7.8492","7.8498","7.8501","7.8487","","-0.01%"
"06/18/2018","7.8497","7.8493","7.8501","7.8491","","0.01%"
"06/15/2018","7.8493","7.8492","7.8501","7.8482","","0.00%"
"06/14/2018","7.8492","7.8485","7.8497","7.8471","","0.01%"
"06/13/2018","7.8483","7.8472","7.8489","7.8468","","0.01%"
"06/12/2018","7.8472","7.8468","7.8476","7.8458","","0.01%"
"06/11/2018","7.8465","7.8457","7.8471","7.8454","","0.01%"
"06/08/2018","7.8457","7.8459","7.8465","7.8449","","-0.01%"
"06/07/2018","7.8461","7.8472","7.8475","7.8441","","-0.02%"
"06/06/2018","7.8475","7.8472","7.8479","7.8464","","0.00%"
"06/05/2018","7.8474","7.8457","7.8478","7.8453","","0.02%"
"06/04/2018","7.8456","7.8459","7.8473","7.8451","","0.00%"
"06/01/2018","7.8453","7.8435","7.8468","7.8435","","0.02%"
"05/31/2018","7.8434","7.8475","7.8492","7.8411","","-0.05%"
"05/30/2018","7.8475","7.8454","7.8480","7.8444","","0.02%"
"05/29/2018","7.8457","7.8453","7.8482","7.8445","","0.01%"
"05/28/2018","7.8453","7.8453","7.8469","7.8430","","-0.01%"
"05/25/2018","7.8457","7.8475","7.8479","7.8426","","-0.03%"
"05/24/2018","7.8479","7.8494","7.8494","7.8469","","-0.02%"
"05/23/2018","7.8495","7.8498","7.8499","7.8482","","0.00%"
"05/22/2018","7.8495","7.8484","7.8501","7.8472","","0.01%"
"05/21/2018","7.8487","7.8495","7.8501","7.8480","","-0.01%"
"05/18/2018","7.8498","7.8499","7.8503","7.8495","","0.00%"
"05/17/2018","7.8498","7.8501","7.8501","7.8491","","0.00%"
"05/16/2018","7.8499","7.8498","7.8499","7.8494","","0.00%"
"05/15/2018","7.8499","7.8495","7.8501","7.8494","","0.00%"
"05/14/2018","7.8498","7.8495","7.8501","7.8492","","0.00%"
"05/11/2018","7.8498","7.8498","7.8502","7.8492","","0.00%"
"05/10/2018","7.8498","7.8498","7.8502","7.8492","","0.00%"
"05/09/2018","7.8499","7.8495","7.8499","7.8492","","0.00%"
"05/08/2018","7.8496","7.8496","7.8499","7.8491","","0.00%"
"05/07/2018","7.8498","7.8494","7.8499","7.8490","","0.01%"
"05/04/2018","7.8492","7.8494","7.8499","7.8490","","0.00%"
"05/03/2018","7.8494","7.8495","7.8498","7.8483","","0.00%"
"05/02/2018","7.8496","7.8494","7.8501","7.8490","","0.00%"
"05/01/2018","7.8494","7.8484","7.8495","7.8483","","0.01%"
"04/30/2018","7.8484","7.8475","7.8492","7.8474","","0.01%"
"04/27/2018","7.8475","7.8457","7.8493","7.8457","","0.02%"
"04/26/2018","7.8457","7.8467","7.8484","7.8454","","-0.01%"
"04/25/2018","7.8467","7.8464","7.8491","7.8457","","0.00%"
"04/24/2018","7.8464","7.8418","7.8480","7.8418","","0.05%"
"04/23/2018","7.8421","7.8441","7.8457","7.8415","","-0.03%"
"04/20/2018","7.8441","7.8479","7.8483","7.8435","","-0.05%"
"04/19/2018","7.8479","7.8498","7.8501","7.8440","","-0.03%"
"04/18/2018","7.8499","7.8498","7.8499","7.8495","","0.00%"
"04/17/2018","7.8498","7.8498","7.8501","7.8491","","0.00%"
"04/16/2018","7.8499","7.8495","7.8501","7.8495","","0.00%"
"04/13/2018","7.8499","7.8498","7.8501","7.8495","","0.00%"
"04/12/2018","7.8499","7.8498","7.8503","7.8495","","0.00%"
"04/11/2018","7.8498","7.8496","7.8502","7.8492","","0.00%"
"04/10/2018","7.8495","7.8491","7.8498","7.8487","","0.00%"
"04/09/2018","7.8492","7.8483","7.8495","7.8479","","0.01%"
"04/06/2018","7.8484","7.8487","7.8495","7.8479","","-0.01%"
"04/05/2018","7.8488","7.8490","7.8496","7.8487","","0.00%"
"04/04/2018","7.8491","7.8486","7.8495","7.8477","","0.01%"
"04/03/2018","7.8487","7.8486","7.8494","7.8482","","0.00%"
"04/02/2018","7.8487","7.8484","7.8488","7.8479","","0.00%"
"03/30/2018","7.8487","7.8484","7.8494","7.8475","","0.00%"
"03/29/2018","7.8484","7.8472","7.8491","7.8464","","0.01%"
"03/28/2018","7.8473","7.8465","7.8483","7.8454","","0.01%"
"03/27/2018","7.8468","7.8460","7.8479","7.8457","","0.01%"
"03/26/2018","7.8459","7.8464","7.8487","7.8454","","0.00%"
"03/23/2018","7.8460","7.8480","7.8495","7.8452","","-0.03%"
"03/22/2018","7.8480","7.8456","7.8483","7.8445","","0.03%"
"03/21/2018","7.8457","7.8444","7.8467","7.8441","","0.02%"
"03/20/2018","7.8445","7.8423","7.8449","7.8422","","0.03%"
"03/19/2018","7.8423","7.8426","7.8446","7.8418","","-0.01%"
"03/16/2018","7.8434","7.8421","7.8444","7.8415","","0.02%"
"03/15/2018","7.8416","7.8411","7.8423","7.8400","","0.01%"
"03/14/2018","7.8411","7.8404","7.8419","7.8395","","0.01%"
"03/13/2018","7.8406","7.8410","7.8412","7.8387","","0.00%"
"03/12/2018","7.8403","7.8376","7.8410","7.8365","","0.04%"
"03/09/2018","7.8368","7.8411","7.8444","7.8366","","-0.05%"
"03/08/2018","7.8408","7.8354","7.8438","7.8331","","0.07%"
"03/07/2018","7.8355","7.8335","7.8366","7.8331","","0.03%"
"03/06/2018","7.8335","7.8323","7.8342","7.8312","","0.02%"
"03/05/2018","7.8323","7.8304","7.8336","7.8300","","0.02%"
"03/02/2018","7.8305","7.8278","7.8323","7.8270","","0.03%"
"03/01/2018","7.8280","7.8261","7.8282","7.8251","","0.02%"
"02/28/2018","7.8263","7.8274","7.8299","7.8250","","-0.01%"
"02/27/2018","7.8274","7.8233","7.8278","7.8228","","0.05%"
"02/26/2018","7.8236","7.8229","7.8244","7.8229","","0.00%"
"02/23/2018","7.8236","7.8243","7.8248","7.8220","","-0.01%"
"02/22/2018","7.8243","7.8252","7.8274","7.8239","","-0.01%"
"02/21/2018","7.8254","7.8243","7.8258","7.8239","","0.02%"
"02/20/2018","7.8242","7.8217","7.8250","7.8212","","0.03%"
"02/19/2018","7.8219","7.8216","7.8229","7.8209","","-0.01%"
"02/16/2018","7.8223","7.8205","7.8229","7.8197","","0.02%"
"02/15/2018","7.8205","7.8221","7.8235","7.8198","","-0.03%"
"02/14/2018","7.8225","7.8231","7.8231","7.8212","","-0.01%"
"02/13/2018","7.8232","7.8193","7.8238","7.8193","","0.05%"
"02/12/2018","7.8193","7.8185","7.8215","7.8180","","0.02%"
"02/09/2018","7.8181","7.8214","7.8216","7.8179","","-0.04%"
"02/08/2018","7.8216","7.8182","7.8227","7.8174","","0.04%"
"02/07/2018","7.8182","7.8187","7.8200","7.8178","","-0.01%"
"02/06/2018","7.8186","7.8205","7.8216","7.8182","","-0.03%"
"02/05/2018","7.8206","7.8201","7.8228","7.8197","","-0.01%"
"02/02/2018","7.8214","7.8195","7.8217","7.8190","","0.02%"
"02/01/2018","7.8197","7.8231","7.8231","7.8194","","-0.04%"
"01/31/2018","7.8228","7.8209","7.8231","7.8190","","0.03%"
"01/30/2018","7.8208","7.8177","7.8210","7.8172","","0.04%"
"01/29/2018","7.8178","7.8181","7.8198","7.8170","","0.01%"
"01/26/2018","7.8172","7.8177","7.8197","7.8168","","-0.01%"
"01/25/2018","7.8178","7.8183","7.8186","7.8159","","-0.01%"
"01/24/2018","7.8183","7.8187","7.8197","7.8171","","-0.01%"
"01/23/2018","7.8189","7.8182","7.8201","7.8167","","0.01%"
"01/22/2018","7.8183","7.8175","7.8210","7.8163","","0.02%"
"01/19/2018","7.8166","7.8167","7.8209","7.8163","","0.00%"
"01/18/2018","7.8167","7.8181","7.8219","7.8151","","-0.02%"
"01/17/2018","7.8182","7.8229","7.8244","7.8160","","-0.06%"
"01/16/2018","7.8231","7.8233","7.8251","7.8213","","-0.01%"
"01/15/2018","7.8235","7.8242","7.8258","7.8228","","0.01%"
"01/12/2018","7.8224","7.8229","7.8251","7.8222","","-0.01%"
"01/11/2018","7.8231","7.8225","7.8255","7.8217","","0.01%"
"01/10/2018","7.8225","7.8206","7.8251","7.8200","","0.02%"
"01/09/2018","7.8209","7.8206","7.8239","7.8196","","0.00%"
"01/08/2018","7.8208","7.8191","7.8232","7.8177","","0.02%"
"01/05/2018","7.8190","7.8172","7.8216","7.8164","","0.03%"
"01/04/2018","7.8169","7.8165","7.8193","7.8161","","0.00%"
"01/03/2018","7.8166","7.8151","7.8182","7.8148","","0.02%"
"01/02/2018","7.8149","7.8128","7.8197","7.8128","","0.03%"
"01/01/2018","7.8129","7.8129","7.8129","7.8129","","0.00%"
"12/29/2017","7.8129","7.8152","7.8214","7.8122","","-0.04%"
"12/28/2017","7.8158","7.8102","7.8175","7.8102","","0.07%"
"12/27/2017","7.8106","7.8114","7.8158","7.8098","","-0.01%"
"12/26/2017","7.8113","7.8153","7.8160","7.8099","","-0.07%"
"12/25/2017","7.8167","7.8178","7.8182","7.8109","","-0.01%"
"12/22/2017","7.8178","7.8186","7.8228","7.8128","","-0.01%"
"12/21/2017","7.8187","7.8228","7.8290","7.8178","","-0.06%"
"12/20/2017","7.8231","7.8168","7.8251","7.8159","","0.09%"
"12/19/2017","7.8160","7.8163","7.8217","7.8149","","0.00%"
"12/18/2017","7.8160","7.8117","7.8177","7.8110","","0.06%"
"12/15/2017","7.8110","7.8074","7.8153","7.8074","","0.04%"
"12/14/2017","7.8076","7.8045","7.8133","7.8040","","0.04%"
"12/13/2017","7.8045","7.8072","7.8075","7.8037","","-0.03%"
"12/12/2017","7.8072","7.8064","7.8088","7.8057","","0.01%"
"12/11/2017","7.8063","7.8068","7.8111","7.8055","","0.02%"
"12/08/2017","7.8051","7.8072","7.8093","7.8049","","-0.03%"
"12/07/2017","7.8073","7.8140","7.8144","7.8062","","-0.08%"
"12/06/2017","7.8136","7.8164","7.8171","7.8116","","-0.04%"
"12/05/2017","7.8166","7.8182","7.8182","7.8125","","-0.02%"
"12/04/2017","7.8182","7.8125","7.8186","7.8116","","0.07%"
"12/01/2017","7.8126","7.8098","7.8140","7.8084","","0.04%"
"11/30/2017","7.8098","7.8086","7.8117","7.8067","","0.01%"
"11/29/2017","7.8087","7.8034","7.8101","7.8022","","0.07%"
"11/28/2017","7.8034","7.8007","7.8053","7.8000","","0.04%"
"11/27/2017","7.8003","7.8083","7.8088","7.7988","","-0.10%"
"11/24/2017","7.8084","7.8115","7.8116","7.8052","","-0.03%"
"11/23/2017","7.8111","7.8109","7.8117","7.8080","","0.00%"
"11/22/2017","7.8109","7.8110","7.8125","7.8098","","0.00%"
"11/21/2017","7.8111","7.8110","7.8129","7.8102","","0.00%"
"11/20/2017","7.8111","7.8095","7.8129","7.8086","","0.01%"
"11/17/2017","7.8105","7.8096","7.8130","7.8079","","0.01%"
"11/16/2017","7.8098","7.8063","7.8102","7.8055","","0.04%"
"11/15/2017","7.8063","7.8025","7.8079","7.8015","","0.05%"
"11/14/2017","7.8026","7.8015","7.8041","7.8006","","0.01%"
"11/13/2017","7.8015","7.8018","7.8038","7.7986","","0.01%"
"11/10/2017","7.8011","7.7992","7.8033","7.7984","","0.02%"
"11/09/2017","7.7993","7.7979","7.7999","7.7946","","0.02%"
"11/08/2017","7.7976","7.8046","7.8049","7.7919","","-0.09%"
"11/07/2017","7.8046","7.8015","7.8049","7.8012","","0.04%"
"11/06/2017","7.8018","7.8019","7.8036","7.8012","","-0.01%"
"11/03/2017","7.8023","7.8014","7.8044","7.8014","","0.02%"
"11/02/2017","7.8011","7.8006","7.8031","7.7999","","0.01%"
"11/01/2017","7.8003","7.8015","7.8038","7.7999","","-0.01%"
"10/31/2017","7.8011","7.7988","7.8029","7.7987","","0.03%"
"10/30/2017","7.7989","7.8037","7.8044","7.7984","","-0.06%"
"10/27/2017","7.8037","7.8026","7.8052","7.8012","","0.01%"
"10/26/2017","7.8026","7.8038","7.8049","7.8008","","0.00%"
"10/25/2017","7.8027","7.8042","7.8060","7.7998","","-0.02%"
"10/24/2017","7.8043","7.8007","7.8062","7.7986","","0.05%"
"10/23/2017","7.8007","7.8030","7.8044","7.7985","","-0.02%"
"10/20/2017","7.8025","7.8009","7.8049","7.8001","","0.02%"
"10/19/2017","7.8007","7.8091","7.8091","7.7984","","-0.11%"
"10/18/2017","7.8091","7.8082","7.8091","7.8068","","0.01%"
"10/17/2017","7.8083","7.8071","7.8097","7.8060","","0.01%"
"10/16/2017","7.8072","7.8072","7.8099","7.8057","","0.00%"
"10/13/2017","7.8071","7.8080","7.8088","7.8053","","-0.01%"
"10/12/2017","7.8078","7.8075","7.8091","7.8045","","0.00%"
"10/11/2017","7.8075","7.8041","7.8079","7.8027","","0.04%"
"10/10/2017","7.8041","7.8063","7.8068","7.8033","","-0.03%"
"10/09/2017","7.8064","7.8063","7.8068","7.8026","","0.01%"
"10/06/2017","7.8060","7.8098","7.8098","7.8037","","-0.05%"
"10/05/2017","7.8097","7.8072","7.8098","7.8060","","0.03%"
"10/04/2017","7.8072","7.8110","7.8117","7.8055","","-0.05%"
"10/03/2017","7.8111","7.8122","7.8128","7.8098","","-0.02%"
"10/02/2017","7.8124","7.8112","7.8127","7.8084","","0.01%"
"09/29/2017","7.8113","7.8117","7.8128","7.8088","","-0.01%"
"09/28/2017","7.8120","7.8098","7.8130","7.8060","","0.03%"
"09/27/2017","7.8095","7.8116","7.8128","7.8048","","-0.03%"
"09/26/2017","7.8118","7.8140","7.8154","7.8107","","-0.03%"
"09/25/2017","7.8140","7.8094","7.8151","7.8083","","0.06%"
"09/22/2017","7.8094","7.8044","7.8102","7.8041","","0.06%"
"09/21/2017","7.8044","7.8004","7.8073","7.7983","","0.05%"
"09/20/2017","7.8003","7.8041","7.8094","7.7966","","-0.06%"
"09/19/2017","7.8047","7.8166","7.8171","7.7965","","-0.15%"
"09/18/2017","7.8166","7.8191","7.8191","7.8152","","-0.03%"
"09/15/2017","7.8190","7.8129","7.8197","7.8111","","0.08%"
"09/14/2017","7.8130","7.8129","7.8133","7.8110","","0.00%"
"09/13/2017","7.8129","7.8117","7.8133","7.8103","","0.02%"
"09/12/2017","7.8114","7.8107","7.8155","7.8103","","0.01%"
"09/11/2017","7.8107","7.8130","7.8163","7.8107","","-0.03%"
"09/08/2017","7.8128","7.8130","7.8136","7.7934","","-0.02%"
"09/07/2017","7.8145","7.8251","7.8256","7.8111","","-0.14%"
"09/06/2017","7.8255","7.8259","7.8262","7.8238","","-0.01%"
"09/05/2017","7.8259","7.8251","7.8261","7.8242","","0.01%"
"09/04/2017","7.8248","7.8242","7.8258","7.8240","","0.01%"
"09/01/2017","7.8238","7.8260","7.8264","7.8237","","-0.03%"
"08/31/2017","7.8259","7.8251","7.8269","7.8231","","0.01%"
"08/30/2017","7.8252","7.8250","7.8267","7.8243","","0.01%"
"08/29/2017","7.8247","7.8236","7.8252","7.8232","","0.02%"
"08/28/2017","7.8235","7.8189","7.8248","7.8189","","0.06%"
"08/25/2017","7.8189","7.8227","7.8263","7.8181","","-0.05%"
"08/24/2017","7.8227","7.8252","7.8262","7.8224","","-0.03%"
"08/23/2017","7.8254","7.8263","7.8270","7.8250","","-0.01%"
"08/22/2017","7.8263","7.8233","7.8269","7.8233","","0.03%"
"08/21/2017","7.8236","7.8235","7.8257","7.8224","","0.01%"
"08/18/2017","7.8232","7.8235","7.8244","7.8219","","0.00%"
"08/17/2017","7.8235","7.8221","7.8243","7.8209","","0.02%"
"08/16/2017","7.8217","7.8235","7.8244","7.8209","","-0.02%"
"08/15/2017","7.8236","7.8213","7.8243","7.8208","","0.03%"
"08/14/2017","7.8213","7.8194","7.8219","7.8183","","0.02%"
"08/11/2017","7.8195","7.8175","7.8201","7.8164","","0.03%"
"08/10/2017","7.8175","7.8152","7.8179","7.8140","","0.03%"
"08/09/2017","7.8153","7.8236","7.8277","7.8121","","-0.10%"
"08/08/2017","7.8233","7.8197","7.8244","7.8193","","0.04%"
"08/07/2017","7.8198","7.8186","7.8235","7.8182","","0.01%"
"08/04/2017","7.8190","7.8167","7.8197","7.8159","","0.02%"
"08/03/2017","7.8173","7.8168","7.8199","7.8160","","0.01%"
"08/02/2017","7.8166","7.8133","7.8174","7.8128","","0.04%"
"08/01/2017","7.8134","7.8101","7.8136","7.8094","","0.04%"
"07/31/2017","7.8102","7.8091","7.8114","7.8079","","0.01%"
"07/28/2017","7.8097","7.8095","7.8114","7.8083","","0.00%"
"07/27/2017","7.8095","7.8091","7.8101","7.8073","","0.01%"
"07/26/2017","7.8091","7.8083","7.8124","7.8080","","0.01%"
"07/25/2017","7.8087","7.8061","7.8091","7.8056","","0.03%"
"07/24/2017","7.8067","7.8079","7.8097","7.8054","","-0.04%"
"07/21/2017","7.8098","7.8105","7.8113","7.8071","","-0.01%"
"07/20/2017","7.8102","7.8084","7.8120","7.8062","","0.02%"
"07/19/2017","7.8084","7.8052","7.8091","7.8037","","0.04%"
"07/18/2017","7.8053","7.8048","7.8063","7.8021","","0.01%"
"07/17/2017","7.8044","7.8060","7.8065","7.8011","","0.01%"
"07/14/2017","7.8040","7.8090","7.8114","7.8037","","-0.06%"
"07/13/2017","7.8084","7.8110","7.8114","7.8071","","-0.04%"
"07/12/2017","7.8112","7.8128","7.8129","7.8102","","-0.02%"
"07/11/2017","7.8124","7.8125","7.8140","7.8101","","0.00%"
"07/10/2017","7.8127","7.8120","7.8146","7.8110","","0.01%"
"07/07/2017","7.8117","7.8101","7.8125","7.8092","","0.01%"
"07/06/2017","7.8106","7.8079","7.8129","7.8060","","0.03%"
"07/05/2017","7.8079","7.8075","7.8087","7.8018","","0.01%"
"07/04/2017","7.8072","7.8110","7.8130","7.8059","","-0.05%"
"07/03/2017","7.8113","7.8068","7.8140","7.8063","","0.06%"
"06/30/2017","7.8069","7.8055","7.8084","7.8037","","0.02%"
"06/29/2017","7.8056","7.8040","7.8079","7.8026","","0.02%"
"06/28/2017","7.8039","7.8005","7.8047","7.8002","","0.04%"
"06/27/2017","7.8007","7.7984","7.8014","7.7980","","0.03%"
"06/26/2017","7.7985","7.8000","7.8004","7.7973","","-0.02%"
"06/23/2017","7.8000","7.7984","7.8003","7.7976","","0.02%"
"06/22/2017","7.7988","7.8015","7.8017","7.7986","","-0.03%"
"06/21/2017","7.8012","7.8003","7.8014","7.7989","","0.01%"
"06/20/2017","7.8008","7.8002","7.8015","7.7979","","0.01%"
"06/19/2017","7.7999","7.7999","7.8008","7.7966","","-0.01%"
"06/16/2017","7.8006","7.8020","7.8036","7.7996","","-0.01%"
"06/15/2017","7.8017","7.7975","7.8029","7.7972","","0.05%"
"06/14/2017","7.7980","7.7980","7.8014","7.7965","","0.01%"
"06/13/2017","7.7976","7.7995","7.8000","7.7975","","-0.02%"
"06/12/2017","7.7992","7.7970","7.8007","7.7956","","0.03%"
"06/09/2017","7.7972","7.7979","7.7987","7.7943","","0.00%"
"06/08/2017","7.7975","7.7946","7.7977","7.7935","","0.04%"
"06/07/2017","7.7947","7.7938","7.7950","7.7927","","0.01%"
"06/06/2017","7.7939","7.7919","7.7949","7.7912","","0.02%"
"06/05/2017","7.7923","7.7889","7.7927","7.7885","","0.05%"
"06/02/2017","7.7885","7.7915","7.7938","7.7885","","-0.04%"
"06/01/2017","7.7914","7.7918","7.7934","7.7876","","-0.01%"
"05/31/2017","7.7920","7.7932","7.7945","7.7862","","-0.01%"
"05/30/2017","7.7930","7.7938","7.7946","7.7922","","-0.01%"
"05/29/2017","7.7939","7.7927","7.7950","7.7919","","0.01%"
"05/26/2017","7.7932","7.7916","7.7954","7.7912","","0.02%"
"05/25/2017","7.7914","7.7888","7.7920","7.7861","","0.03%"
"05/24/2017","7.7889","7.7877","7.7900","7.7866","","0.01%"
"05/23/2017","7.7880","7.7852","7.7888","7.7846","","0.04%"
"05/22/2017","7.7850","7.7834","7.7880","7.7820","","0.02%"
"05/19/2017","7.7832","7.7816","7.7842","7.7801","","0.02%"
